,Word,V,A,D
14901,obviate,4.350714285714286,4.345714285714286,4.986428571428571
14902,debar,4.7392,4.1504,5.0696
14903,airmanship,6.305,3.65,5.67
14904,aeronaut,4.852857142857142,4.045714285714285,5.078571428571428
14905,airman,4.852857142857142,4.045714285714285,5.078571428571428
14906,devouring,3.92,4.54,4.855
14907,zealous,3.92,4.54,4.855
14908,esurient,3.831666666666667,4.868333333333333,4.066666666666667
14909,aguacate,6.32,4.05,5.22
14910,shunning,3.35,4.95,4.88
14911,dodging,4.779999999999999,4.501875,5.259374999999999
14912,wakening,6.283333333333334,4.876666666666666,6.011666666666667
14913,laurels,6.9675,4.802499999999999,6.4875
14914,honour,6.246129032258065,4.2700000000000005,6.055806451612905
14915,awarding,7.4025,5.199999999999999,6.6525
14916,accolade,6.9675,4.802499999999999,6.4875
14917,cognisant,6.78,5.35,6.904999999999999
14918,cognizant,6.78,5.35,6.904999999999999
14919,sentience,6.346111111111111,4.511666666666667,6.013333333333334
14920,cognisance,6.465,3.5300000000000002,7.295
14921,knowingness,6.465,3.5300000000000002,7.295
14922,cognizance,6.465,3.5300000000000002,7.295
14923,veneration,5.1049999999999995,4.3525,5.02875
14924,awestricken,5.06,4.3,4.97
14925,awestruck,5.06,4.3,4.97
14926,direful,3.4927272727272722,5.16121212121212,4.074242424242424
14927,awfully,3.6442857142857137,5.0128571428571425,4.188095238095238
14928,frightfully,3.6442857142857137,5.0128571428571425,4.188095238095238
14929,terribly,3.6442857142857137,5.0128571428571425,4.188095238095238
14930,cumbersome,3.5714285714285716,4.6499999999999995,4.024285714285715
14931,ungainly,3.5714285714285716,4.6499999999999995,4.024285714285715
14932,unenviable,4.047857142857143,4.427857142857143,4.630714285714285
14933,inapt,3.5714285714285716,4.6499999999999995,4.024285714285715
14934,bunglesome,3.5714285714285716,4.6499999999999995,4.024285714285715
14935,ineptness,3.86,4.65,4.13
14936,clumsiness,3.86,4.65,4.13
14937,stiffness,4.033333333333334,4.565,4.845
14938,slowness,4.7325,4.279999999999999,5.235
14939,gracelessness,3.86,4.65,4.13
14940,ineptitude,3.86,4.65,4.13
14941,cumbersomeness,3.86,4.65,4.13
14942,unwieldiness,3.86,4.65,4.13
14943,maladroitness,3.86,4.65,4.13
14944,sunblind,5.79,2.9,5.29
14945,sunshade,5.68,3.2,5.1
14946,ax,3.48,5.64,5.55
14947,Axis,4.19,3.92,5.59
14948,bloc,4.19,3.92,5.59
14949,babbling,5.974285714285714,4.0442857142857145,5.615714285714286
14950,burble,5.589090909090909,4.189090909090909,5.4745454545454555
14951,lallation,5.974285714285714,4.0442857142857145,5.615714285714286
14952,blather,5.974285714285714,4.0442857142857145,5.615714285714286
14953,guggle,5.589090909090909,4.189090909090909,5.4745454545454555
14954,tattle,5.6207142857142856,4.141071428571428,5.504642857142856
14955,blither,5.974285714285714,4.0442857142857145,5.615714285714286
14956,smatter,5.853333333333333,3.947777777777778,5.572222222222223
14957,blether,5.974285714285714,4.0442857142857145,5.615714285714286
14958,gurgle,5.589090909090909,4.189090909090909,5.4745454545454555
14959,cocker,4.95,4.517083333333334,4.721666666666667
14960,featherbed,4.95,4.517083333333334,4.721666666666667
14961,coddle,4.95,4.517083333333334,4.721666666666667
14962,mollycoddle,4.95,4.517083333333334,4.721666666666667
14963,cosset,4.95,4.517083333333334,4.721666666666667
14964,bach,5.58,4.14,5.13
14965,rearwards,5.127142857142856,3.565714285714286,5.3914285714285715
14966,dorsum,5.127142857142856,3.565714285714286,5.3914285714285715
14967,backwards,5.127142857142856,3.565714285714286,5.3914285714285715
14968,rearward,5.07717391304348,3.987173913043479,5.377173913043479
14969,backward,5.127142857142856,3.565714285714286,5.3914285714285715
14970,indorse,5.302830188679246,3.7901886792452824,5.5396226415094345
14971,backrest,5.127142857142856,3.565714285714286,5.3914285714285715
14972,rachis,5.155454545454545,3.7295454545454536,5.383181818181817
14973,gage,4.915376344086019,4.261075268817204,5.153225806451612
14974,guts,5.330909090909092,3.5854545454545454,5.598181818181818
14975,backcloth,5.2375,3.05,5.2925
14976,blowback,4.57,4.663333333333333,4.316666666666666
14977,backlash,4.6979999999999995,4.775333333333333,4.764666666666667
14978,downplay,4.801666666666667,3.4066666666666667,4.923333333333333
14979,setting,5.492142857142857,3.7946428571428577,5.614285714285715
14980,desktop,5.237500000000001,3.05,5.2925
14981,backhanded,3.5,4.61,4.9
14982,rucksack,5.633333333333333,3.8800000000000003,6.016666666666667
14983,haversack,5.633333333333333,3.8800000000000003,6.016666666666667
14984,packsack,5.633333333333333,3.8800000000000003,6.016666666666667
14985,backing,5.540526315789475,3.858947368421054,5.717894736842105
14986,reliever,5.969999999999999,3.7725000000000004,5.671250000000001
14987,patronage,5.199285714285714,3.948571428571429,5.484107142857143
14988,boondocks,5.0,2.57,5.21
14989,hinterland,5.0,2.57,5.21
14990,Bacon,7.52,4.16,6.11
14991,bacterium,3.3,4.24,3.44
14992,spoilt,3.966,4.489000000000001,4.595000000000001
14993,speculative,4.184615384615385,4.720769230769232,4.76
14994,uncollectible,3.966,4.489000000000001,4.595000000000001
14995,badly,3.966,4.489000000000001,4.595000000000001
14996,spoiled,3.966,4.489000000000001,4.595000000000001
14997,forged,3.966,4.489000000000001,4.595000000000001
14998,Wisconsinite,3.8774999999999995,5.199999999999999,4.485
14999,Badger,3.8774999999999995,5.199999999999999,4.485
15000,beleaguer,4.989749999999999,4.322999999999999,5.076250000000002
15001,mischievousness,3.8425000000000002,5.1225,4.455
15002,severeness,3.9771428571428564,4.488571428571428,4.732857142857142
15003,naughtiness,3.53,4.906666666666666,4.283333333333333
15004,bagful,5.2459999999999996,3.6100000000000003,5.712999999999999
15005,udder,5.2459999999999996,3.6100000000000003,5.712999999999999
15006,beigel,6.32,3.6,5.17
15007,roadman,4.7,2.7,3.86
15008,tantalize,4.590468749999999,4.4020312499999985,4.914999999999999
15009,razz,4.7366666666666655,4.356172839506174,4.980493827160496
15010,tantalise,4.590468749999999,4.4020312499999985,4.914999999999999
15011,sweetener,4.529677419354838,4.332580645161291,4.968709677419356
15012,broil,7.2,5.0,6.83
15013,bakeshop,6.79,3.86,5.74
15014,bakehouse,6.79,3.86,5.74
15015,equilibrise,5.754545454545456,3.5545454545454547,5.490909090909091
15016,Libra,5.754545454545456,3.5545454545454547,5.490909090909091
15017,Balance,5.754545454545456,3.5545454545454547,5.490909090909091
15018,symmetricalness,5.8374999999999995,3.595833333333333,5.573333333333333
15019,equaliser,5.754545454545454,3.5545454545454547,5.490909090909091
15020,equilibrate,5.754545454545456,3.5545454545454547,5.490909090909091
15021,equipoise,5.754545454545454,3.5545454545454547,5.490909090909091
15022,residuum,5.782962962962961,3.4540740740740747,5.642962962962963
15023,proportionality,5.632307692307693,3.5338461538461536,5.399230769230769
15024,counterweight,5.754545454545454,3.5545454545454547,5.490909090909091
15025,counterpoise,5.754545454545454,3.5545454545454547,5.490909090909091
15026,counterbalance,5.0637500000000015,4.126458333333335,5.393958333333333
15027,equilibrize,5.754545454545456,3.5545454545454547,5.490909090909091
15028,denudate,4.865172413793103,4.281724137931034,5.051379310344827
15029,denuded,2.85,3.71,4.5
15030,baldpate,3.95,2.7,5.22
15031,baldhead,3.95,2.7,5.22
15032,Bale,4.9,2.78,4.91
15033,Basel,4.9,2.78,4.91
15034,Basle,4.9,2.78,4.91
15035,Ball,4.861818181818182,3.908181818181818,5.113636363636363
15036,ballock,4.4732,4.2348,4.8432
15037,testis,4.4732,4.2348,4.8432
15038,orchis,4.4732,4.2348,4.8432
15039,glob,4.778571428571429,3.9361904761904762,5.047142857142857
15040,bollock,4.4732,4.2348,4.8432
15041,barretter,4.67,4.06,4.86
15042,danseuse,6.79,3.73,5.59
15043,billow,5.499523809523809,4.631428571428571,5.51047619047619
15044,balloting,5.265000000000001,4.6,6.12
15045,voting,5.265000000000001,4.6,6.12
15046,Biro,5.1,2.46,5.26
15047,ballpen,5.1,2.46,5.26
15048,unguent,5.985714285714285,3.792857142857143,5.804285714285714
15049,unction,5.985714285714285,3.792857142857143,5.804285714285714
15050,cracked,5.139230769230769,4.44,4.72576923076923
15051,kookie,5.139230769230769,4.44,4.72576923076923
15052,crackers,5.139230769230769,4.44,4.72576923076923
15053,bats,5.139230769230769,4.44,4.72576923076923
15054,whacky,4.987096774193549,4.470967741935484,4.605806451612902
15055,nuts,5.139230769230769,4.44,4.72576923076923
15056,barmy,5.139230769230769,4.44,4.72576923076923
15057,Bam,5.078,5.1579999999999995,4.65
15058,ostracize,3.63,4.574285714285715,4.63857142857143
15059,banning,3.48625,4.674375,4.370625
15060,BAN,3.401666666666667,4.581666666666666,4.498333333333333
15061,proscription,3.48,4.54,4.495714285714286
15062,ostracise,3.63,4.574285714285715,4.63857142857143
15063,forbiddance,3.522777777777778,4.569444444444445,4.372222222222224
15064,blackball,3.6458333333333335,4.523333333333333,4.4674999999999985
15065,banding,5.732857142857144,4.011428571428572,5.454285714285715
15066,isthmus,5.952,3.81,5.4799999999999995
15067,striation,5.952,3.81,5.4799999999999995
15068,stria,5.952,3.81,5.4799999999999995
15069,bandana,5.26,3.15,5.42
15070,brigand,3.88,5.18,4.77
15071,bonk,5.189857142857143,4.666714285714284,5.279571428571428
15072,smasher,5.104022988505746,4.625977011494252,5.292413793103449
15073,slapdash,5.035106382978723,4.8525531914893625,5.196170212765956
15074,spang,5.02448275862069,5.016896551724139,5.177931034482759
15075,eff,5.242950819672131,4.754590163934425,5.282295081967214
15076,relegate,4.625212765957447,4.422021276595744,4.960425531914894
15077,balustrade,5.42,2.55,5.83
15078,handrail,5.42,2.55,5.83
15079,bannister,5.42,2.55,5.83
15080,balusters,5.42,2.55,5.83
15081,camber,5.738000000000001,4.368,5.452
15082,cant,5.109545454545454,4.049090909090911,5.270909090909093
15083,insolvent,3.5774999999999997,5.34,4.71
15084,streamer,5.3375,3.7199999999999998,5.42
15085,banshie,3.58,5.09,4.15
15086,chaff,5.8325000000000005,4.262499999999999,5.436
15087,josh,6.286153846153846,4.529999999999999,5.5661538461538465
15088,backchat,6.726666666666667,4.72,5.833333333333333
15089,raillery,6.726666666666667,4.72,5.833333333333333
15090,baptise,5.696666666666666,3.4166666666666665,5.69
15091,BAR,4.914285714285714,4.219285714285714,5.038571428571428
15092,taproom,4.95625,4.17625,5.138750000000001
15093,ginmill,4.95625,4.17625,5.138750000000001
15094,churl,4.814516129032258,4.3425806451612905,4.827096774193546
15095,tike,5.304782608695653,4.510869565217392,4.989565217391304
15096,uncivilised,4.129411764705882,5.217647058823529,4.54264705882353
15097,Goth,5.212666666666666,4.637333333333333,4.871333333333333
15098,boor,5.212666666666666,4.637333333333333,4.871333333333333
15099,barbeque,7.1,5.55,5.59
15100,bristled,3.5374999999999996,4.9375,4.3475
15101,biting,3.55375,4.733750000000001,4.393749999999999
15102,bristly,3.5374999999999996,4.9375,4.3475
15103,setaceous,3.5374999999999996,4.9375,4.3475
15104,burry,3.5374999999999996,4.9375,4.3475
15105,briery,3.5374999999999996,4.9375,4.3475
15106,burred,3.5374999999999996,4.9375,4.3475
15107,nipping,5.134814814814815,4.638888888888889,5.34074074074074
15108,spiny,3.5374999999999996,4.9375,4.3475
15109,setose,3.5374999999999996,4.9375,4.3475
15110,briary,3.5374999999999996,4.9375,4.3475
15111,mordacious,3.5375,4.9375,4.3475
15112,barbellate,3.5374999999999996,4.9375,4.3475
15113,barb,4.572272727272728,4.584848484848485,5.049848484848485
15114,Barber,4.89,3.18,5.91
15115,caparison,5.829999999999999,3.2066666666666666,5.95
15116,barde,4.45,2.94,5.32
15117,unsheathed,5.088571428571429,3.934285714285714,5.187142857142858
15118,unembellished,5.21212121212121,4.042121212121212,5.459393939393939
15119,stark,4.731568627450981,4.221666666666666,5.127352941176471
15120,denude,4.937142857142858,4.302142857142857,5.071071428571429
15121,unornamented,5.21212121212121,4.042121212121212,5.459393939393939
15122,stripped,5.088571428571429,3.934285714285714,5.187142857142858
15123,scanty,5.318260869565217,4.038260869565218,5.370869565217391
15124,barefooted,6.91,4.33,6.82
15125,shoeless,6.91,4.33,6.82
15126,retch,4.415119047619045,4.471071428571429,4.923571428571427
15127,disgorge,4.332465753424656,4.333287671232878,4.918082191780821
15128,regurgitate,4.317391304347827,4.354202898550724,4.932173913043477
15129,spue,4.361527777777777,4.309027777777778,4.953333333333332
15130,vomitus,3.71125,4.580625,4.25875
15131,regorge,4.26530303030303,4.344545454545455,4.913939393939394
15132,upchuck,4.26530303030303,4.344545454545455,4.913939393939394
15133,dicker,5.626,4.622,5.676
15134,flatboat,5.44,3.15,4.52
15135,lighter,5.576923076923077,4.158461538461537,5.346153846153846
15136,hoy,5.44,3.15,4.52
15137,barytone,6.05,4.0,4.74
15138,Ba,4.9,2.91,4.85
15139,barque,5.32,3.325,4.91
15140,mixologist,5.536666666666666,4.536666666666666,5.476666666666667
15141,barkeeper,5.536666666666666,4.536666666666666,5.476666666666667
15142,barleycorn,4.95,3.62,5.79
15143,b,6.16,3.57,5.65
15144,cirriped,5.27,3.52,3.68
15145,cirripede,5.27,3.52,3.68
15146,magnate,5.54,4.558,5.4159999999999995
15147,bombard,3.347777777777778,4.69,4.15
15148,shelling,3.435,5.125,3.8524999999999996
15149,outpouring,5.237596153846155,4.439038461538462,5.266057692307694
15150,cask,5.484999999999999,4.05,5.295
15151,bbl,5.484999999999999,4.05,5.295
15152,barrelful,5.484999999999999,4.05,5.295
15153,barricado,4.255,4.068333333333334,4.833333333333333
15154,swop,5.423529411764706,4.016470588235293,5.652941176470588
15155,meanspirited,5.120000000000001,3.656896551724137,5.603103448275861
15156,substructure,5.234999999999999,3.704375,5.54
15157,radix,5.180000000000001,3.4999999999999987,5.662727272727272
15158,Base,5.180000000000001,3.4999999999999987,5.662727272727272
15159,alkali,5.180000000000001,3.4999999999999987,5.662727272727272
15160,baseborn,5.037931034482759,3.5437931034482753,5.4544827586206885
15161,understructure,5.235,3.704375,5.54
15162,nucleotide,5.180000000000001,3.4999999999999987,5.662727272727272
15163,basal,5.312580645161291,3.6270967741935483,5.523225806451611
15164,Qaeda,5.180000000000001,3.4999999999999987,5.662727272727272
15165,found,5.382352941176471,3.8286764705882357,5.548823529411765
15166,whap,4.772142857142858,4.359285714285714,5.237857142857143
15167,whop,4.885625,4.44875,5.2124999999999995
15168,blate,5.55,4.36,4.74
15169,introductory,5.25,3.7150000000000003,5.404999999999999
15170,canonical,5.25,3.7150000000000003,5.404999999999999
15171,BASIC,5.453333333333333,3.5233333333333334,5.453333333333333
15172,canonic,5.25,3.7150000000000003,5.404999999999999
15173,bedrock,5.453333333333333,3.5233333333333334,5.453333333333333
15174,rudiments,5.453333333333333,3.5233333333333334,5.453333333333333
15175,fundamentals,5.453333333333333,3.5233333333333334,5.453333333333333
15176,Basil,6.43,3.82,5.36
15177,washbowl,5.075,3.453333333333333,5.498333333333334
15178,basinful,5.324999999999999,3.49,5.16
15179,washstand,5.075,3.453333333333333,5.498333333333334
15180,watershed,4.9825,4.0649999999999995,5.12
15181,washbasin,5.075,3.453333333333333,5.498333333333334
15182,savour,5.557560975609756,4.5024390243902435,5.630731707317074
15183,basketful,5.96,2.815,5.3
15184,handbasket,5.96,2.815,5.3
15185,hoops,5.67,4.35,5.05
15186,basso,5.335000000000001,4.385,5.415
15187,phoney,3.582413793103448,4.856551724137931,4.3327586206896544
15188,chiropteran,5.155,4.693333333333333,5.156666666666667
15189,drub,5.005238095238094,4.415238095238095,5.351904761904763
15190,plenty,5.327283950617284,3.9346913580246916,5.467037037037038
15191,spate,5.331400000000001,4.169300000000001,5.472099999999999
15192,hatful,5.327283950617284,3.9346913580246916,5.467037037037038
15193,mickle,5.327283950617284,3.9346913580246916,5.467037037037038
15194,peck,5.240344827586207,4.040603448275863,5.434137931034482
15195,passel,5.327283950617284,3.9346913580246916,5.467037037037038
15196,slew,5.168175675675674,4.0309459459459465,5.374324324324325
15197,muckle,5.327283950617284,3.9346913580246916,5.467037037037038
15198,Bath,6.4239999999999995,3.3379999999999996,5.888
15199,bagnio,4.57,4.9,4.9925
15200,washup,6.88,3.2100000000000004,6.69
15201,john,4.915476190476191,4.103095238095239,5.064285714285715
15202,lav,4.817058823529412,3.855,5.158823529411765
15203,truncheon,4.613333333333333,4.1499999999999995,5.066666666666666
15204,billystick,4.613333333333333,4.1499999999999995,5.066666666666666
15205,billy,4.613333333333333,4.1499999999999995,5.066666666666666
15206,plurality,5.0855,4.194500000000001,5.181
15207,baste,4.820499999999999,4.081999999999999,5.198
15208,dinge,4.101428571428571,4.467142857142857,5.042857142857143
15209,batsman,4.456666666666667,4.743333333333333,5.503333333333333
15210,banging,4.534545454545455,4.243636363636363,5.079090909090909
15211,crenelation,,,
15212,battlement,,,
15213,crenellation,,,
15214,battlewagon,4.43,3.41,5.3
15215,gaud,6.3025,4.335,5.5875
15216,fallal,6.3025,4.335,5.5875
15217,bangle,6.338,4.260000000000001,5.470000000000001
15218,gewgaw,6.3025,4.335,5.5875
15219,yawp,4.008571428571428,4.68,4.8514285714285705
15220,embayment,6.330000000000001,4.126666666666666,5.396666666666666
15221,bazar,6.779999999999999,4.595000000000001,5.800000000000001
15222,personify,5.5007142857142854,3.9707142857142848,5.603571428571429
