Word,V,A,D
cranch,5.180357142857143,3.8864285714285707,5.307857142857144
bray,5.3157575757575755,3.9939393939393923,5.338484848484848
craunch,5.180357142857143,3.8864285714285707,5.307857142857144
comminute,5.3157575757575755,3.9939393939393923,5.338484848484848
Crusade,5.116,4.484,5.136000000000001
reformer,5.63,5.09,4.63
social_reformer,5.63,5.09,4.63
reformist,5.33,4.84,5.24
Crusader,5.63,5.09,4.63
meliorist,5.63,5.09,4.63
crushed_leather,4.686428571428571,4.395714285714285,5.110714285714286
squelch,4.818305084745763,4.328813559322034,5.051355932203388
calf_love,4.686428571428571,4.395714285714285,5.110714285714287
oppress,4.27,4.3618181818181805,4.895454545454546
puppy_love,4.686428571428571,4.395714285714285,5.110714285714287
cheekiness,4.689999999999999,4.314615384615385,5.011538461538462
incrustation,5.035,3.725,5.418333333333333
encrustation,5.035,3.725,5.418333333333333
Earth's_crust,5.035,3.725,5.418333333333333
curmudgeonly,4.37,3.575,5.1975
ill-humored,4.37,3.575,5.1975
encrusted,4.17,3.71,5.21
ill-humoured,4.37,3.575,5.1975
crustlike,4.17,3.71,5.21
crusted,4.17,3.71,5.21
cry_out,3.7122222222222216,5.085555555555556,4.4655555555555555
battle_cry,3.985,4.945,4.66125
rallying_cry,3.985,4.945,4.66125
call_out,3.7122222222222216,5.085555555555556,4.4655555555555555
blazon_out,3.985,4.945,4.66125
watchword,4.928333333333333,4.531666666666666,5.206666666666667
war_cry,3.985,4.945,4.66125
exclaim,3.879,5.061,4.629
moaner,4.056666666666667,3.543333333333333,4.326666666666667
complainer,4.056666666666667,3.543333333333333,4.326666666666667
whiner,4.056666666666667,3.543333333333333,4.326666666666667
bellyacher,4.056666666666667,3.543333333333333,4.326666666666667
sniveller,4.056666666666667,3.543333333333333,4.326666666666667
squawker,4.056666666666667,3.543333333333333,4.326666666666667
grumbler,4.056666666666667,3.543333333333333,4.326666666666667
cryptical,5.031538461538461,4.703076923076923,5.156153846153846
cabalistic,4.8625,4.8025,4.7475000000000005
qabalistic,4.8625,4.8025,4.7475000000000005
kabbalistic,4.8625,4.8025,4.7475000000000005
mystifying,5.031538461538461,4.703076923076923,5.156153846153846
sibylline,4.8625,4.8025,4.7475000000000005
vitreous_silica,6.24,4.165,6.3
quartz_glass,6.24,4.165,6.3
lechatelierite,6.24,4.165,6.3
watch_crystal,6.24,4.165,6.3
crystallization,6.24,4.165,6.3
watch_glass,6.24,4.165,6.3
sonny_boy,5.471,3.7640000000000002,4.893000000000001
sonny,5.471,3.7640000000000002,4.893000000000001
young_carnivore,5.9125000000000005,3.8425000000000002,4.5375
greenhorn,5.9125000000000005,3.8425000000000002,4.5375
snuggery,5.785,3.5825,5.955
cubbyhole,5.785,3.5825,5.955
third_power,5.010000000000001,3.9933333333333336,5.433333333333334
square_block,5.010000000000001,3.9933333333333336,5.433333333333334
regular_hexahedron,5.010000000000001,3.9933333333333336,5.433333333333334
three-dimensional,4.7,3.0,5.6
carrell,4.6000000000000005,3.5685714285714285,5.077142857142857
carrel,4.6000000000000005,3.5685714285714285,5.077142857142857
Cucumis_sativus,6.47,3.17,5.86
cuke,6.47,3.17,5.86
cucumber_vine,6.47,3.17,5.86
nestle,6.960000000000001,4.24,6.326666666666667
nuzzle,5.484444444444445,4.497777777777778,5.434444444444445
pool_cue,5.59,3.7424999999999997,5.6
cue_stick,5.59,3.7424999999999997,5.6
pool_stick,5.59,3.7424999999999997,5.6
discriminative_stimulus,5.59,3.7424999999999997,5.6
manacle,4.08,4.28,3.795
turnup,4.08,4.28,3.795
whomp,4.08,4.28,3.795
handlock,4.08,4.28,3.795
culinary_art,6.88,4.51,5.75
apogee,6.919999999999999,4.833333333333333,6.38
religious_cult,3.7874999999999996,5.595000000000001,4.4275
cultus,3.7874999999999996,5.595000000000001,4.4275
domesticate,5.4383333333333335,3.952222222222223,5.711111111111112
naturalize,5.544615384615384,3.7992307692307685,5.796923076923077
naturalise,5.544615384615384,3.7992307692307685,5.796923076923077
ethnical,5.2425,4.3875,4.8975
cultivation,5.597692307692309,3.897692307692309,5.732307692307693
acculturation,6.188000000000001,3.742,6.014
transfuse,5.94,2.6,5.28
cupful,5.94,2.6,5.28
loving_cup,5.94,2.6,5.28
conservator,6.42,2.73,5.11
kerb,4.586,4.002000000000001,5.223000000000001
Curb,4.586,4.002000000000001,5.223000000000001
curb_bit,4.586,4.002000000000001,5.223000000000001
AMEX,4.586,4.002000000000001,5.223000000000001
American_Stock_Exchange,4.586,4.002000000000001,5.223000000000001
curbing,4.586,4.002000000000001,5.223000000000001
bring_around,6.62,3.7371428571428567,5.797142857142858
curative,6.357272727272728,3.6427272727272726,5.795454545454547
curio,6.510000000000001,4.776666666666666,5.943333333333334
oddment,5.066666666666667,4.123809523809525,5.139523809523809
peculiarity,6.239999999999999,4.483333333333333,6.286666666666666
oddity,6.2825,4.48,5.8825
rummy,5.102499999999999,4.433181818181817,5.063863636363636
Curl,5.437777777777778,3.8399999999999994,5.066666666666666
Robert_F._Curl,5.437777777777778,3.8399999999999994,5.066666666666666
curl_up,5.394,3.8989999999999996,5.107
Robert_Curl,5.437777777777778,3.8399999999999994,5.066666666666666
Robert_Floyd_Curl_Jr.,5.437777777777778,3.8399999999999994,5.066666666666666
curled,5.477142857142857,4.032857142857143,5.147142857142858
currentness,5.9,4.05,5.3
up-to-dateness,5.9,4.05,5.3
electric_current,6.036666666666666,3.7699999999999996,5.463333333333334
beshrew,3.9340909090909095,5.078636363636364,4.517727272727273
swearing,4.207000000000001,4.523,4.622999999999999
curse_word,4.207000000000001,4.523,4.622999999999999
unchurch,3.709230769230769,5.053846153846154,4.436153846153847
bedamn,3.9340909090909095,5.078636363636364,4.517727272727273
expletive,4.207000000000001,4.523,4.622999999999999
excommunicate,3.709230769230769,5.053846153846154,4.436153846153847
swearword,4.207000000000001,4.523,4.622999999999999
blaspheme,4.555769230769231,4.457692307692308,4.874615384615384
imprecate,4.479428571428571,4.626571428571428,4.813142857142858
brusque,4.456,3.9219999999999993,4.655
brusk,4.456,3.9219999999999993,4.655
drapery,5.583750000000001,3.17,5.648750000000001
curtsey,6.35,4.6,5.76
breaking_ball,5.006153846153846,4.394615384615384,5.024615384615384
curved_shape,5.006153846153846,4.394615384615384,5.024615384615384
curvature,5.006153846153846,4.394615384615384,5.024615384615384
curve_ball,5.006153846153846,4.394615384615384,5.024615384615384
bender,4.981176470588235,4.328823529411764,5.050000000000001
slue,4.975820895522388,4.14731343283582,5.262238805970148
curving,4.966923076923076,4.356923076923077,5.001538461538463
shock_absorber,4.944166666666667,4.550833333333333,5.338333333333332
pesterer,4.463846153846154,4.320000000000001,4.858461538461538
gadfly,4.463846153846154,4.320000000000001,4.858461538461538
tutelary,5.05,3.42,4.9
tutelar,5.05,3.42,4.9
detainment,5.408518518518519,3.9707407407407396,5.464629629629629
hands,5.0175,4.4725,5.3325
customs_duty,5.493333333333332,3.703333333333333,5.989999999999999
impost,5.493333333333332,3.703333333333333,5.989999999999999
custom-made,5.493333333333332,3.703333333333333,5.989999999999999
customs,5.493333333333332,3.703333333333333,5.989999999999999
wonted,4.6,3.385,5.130000000000001
accustomed,4.6,3.385,5.130000000000001
customise,,,
tailor-make,4.923333333333333,3.893333333333333,5.551666666666667
customize,,,
custom-make,,,
emasculated,4.748214285714285,4.270000000000001,5.153571428571428
gelded,4.748214285714285,4.270000000000001,5.153571428571428
baseball_swing,4.811515151515152,4.294848484848484,5.159696969696969
cut_down,4.785897435897435,4.155512820512819,5.086794871794871
switch_off,4.748214285714285,4.270000000000001,5.153571428571428
dilute,4.826037735849057,4.167169811320755,5.203773584905658
excision,4.748214285714285,4.270000000000001,5.153571428571428
bring_down,5.071216216216216,4.073648648648648,5.386081081081081
deletion,4.746896551724138,4.220000000000001,5.141724137931034
cut_of_meat,4.748214285714285,4.270000000000001,5.153571428571428
trim_back,4.917045454545454,4.189090909090908,5.258636363636362
shortened,4.748214285714285,4.270000000000001,5.153571428571428
cutting_off,4.748214285714285,4.270000000000001,5.153571428571428
turn_off,4.748214285714285,4.270000000000001,5.153571428571428
geld,4.753103448275862,4.246551724137932,5.164827586206895
cold_shoulder,4.711034482758621,4.275517241379311,5.139655172413793
thinned,4.748214285714285,4.270000000000001,5.153571428571428
edit_out,4.746666666666666,4.295,5.208666666666665
write_out,5.126400000000001,4.1541999999999994,5.4576
undercut,4.748214285714285,4.270000000000001,5.153571428571428
trimmed,4.748214285714285,4.270000000000001,5.153571428571428
trim_down,4.917045454545454,4.189090909090908,5.258636363636362
slashed,4.748214285714285,4.270000000000001,5.153571428571428
thin_out,4.838947368421052,4.195263157894737,5.163157894736841
mown,4.748214285714285,4.270000000000001,5.153571428571428
weakened,4.184545454545454,4.49,4.722499999999999
cutlas,5.0,4.55,5.26
crosscut,4.49,3.985,5.075
cutlery,5.26,3.785,5.865
ship's_boat,5.332142857142856,3.95,5.536428571428572
stonecutter,5.26,3.785,5.865
cutting_tool,5.26,3.785,5.865
pinnace,5.332142857142856,3.95,5.536428571428572
carver,5.476666666666667,4.146666666666667,5.926666666666667
bowelless,3.307142857142857,5.788571428571428,4.3671428571428565
nitrile,2.7,5.72,4.92
nitril,2.7,5.72,4.92
Hz,5.857,4.25,5.8790000000000004
cps,5.857,4.25,5.8790000000000004
cycle_per_second,5.857,4.25,5.8790000000000004
oscillation,5.615714285714286,4.381428571428572,5.582857142857143
cycles/second,5.857,4.25,5.8790000000000004
piston_chamber,5.45,3.14,4.57
faultfinder,3.45,4.68,4.81
Cynic,3.45,4.68,4.81
misanthropical,3.3,4.78,4.95
misanthropic,3.3,4.78,4.95
vesicle,2.5,4.28,3.17
tsar,4.53,4.79,4.36
tzar,4.53,4.79,4.36
swob,4.86625,3.905,5.49125
play_around,5.43,3.61,5.42
splash_around,4.83,4.1425,5.005
pa,5.665000000000001,4.657000000000001,5.419
pappa,5.665000000000001,4.657000000000001,5.419
dada,5.665000000000001,4.657000000000001,5.419
obelisk,4.975,4.92,5.175
day-by-day,5.753333333333334,3.4466666666666668,5.896666666666666
day-to-day,5.753333333333334,3.4466666666666668,5.896666666666666
day_by_day,5.753333333333334,3.4466666666666668,5.896666666666666
day-after-day,5.753333333333334,3.4466666666666668,5.896666666666666
overnice,6.371666666666667,4.12,6.2275
niminy-piminy,6.13125,4.21125,5.866249999999999
prim,6.13125,4.21125,5.866249999999999
mincing,6.13125,4.21125,5.866249999999999
kickshaw,5.89764705882353,4.027647058823529,5.880588235294117
twee,6.13125,4.21125,5.866249999999999
rum_cocktail,5.68,4.95,5.29
dairy_farm,6.09,3.9,6.39
dekameter,4.2,4.0633333333333335,4.616666666666666
dam_up,4.2,4.0633333333333335,4.616666666666666
decametre,4.2,4.0633333333333335,4.616666666666666
dkm,4.2,4.0633333333333335,4.616666666666666
decameter,4.2,4.0633333333333335,4.616666666666666
dekametre,4.2,4.0633333333333335,4.616666666666666
scathe,3.2972222222222225,4.816111111111112,3.9716666666666662
equipment_casualty,3.104,4.834,3.8280000000000003
terms,4.251428571428572,3.889285714285714,4.639285714285713
legal_injury,3.372,4.595999999999999,3.9900000000000007
ma'am,5.91625,3.9549999999999996,5.33875
gentlewoman,5.91625,3.9549999999999996,5.33875
shucks,4.080000000000001,4.747317073170731,4.610731707317075
tinker's_dam,4.080000000000001,4.747317073170731,4.610731707317075
tinker's_damn,4.080000000000001,4.747317073170731,4.610731707317075
red_cent,4.080000000000001,4.747317073170731,4.610731707317075
eternal_damnation,3.14,5.77,3.55
tone_down,4.571463414634147,3.6056097560975604,5.005365853658536
muffle,4.114499999999999,3.63125,4.68275
moistness,4.557142857142857,3.2828571428571434,4.492857142857143
dampness,4.557142857142857,3.2828571428571434,4.492857142857143
dampish,4.425555555555555,3.4266666666666667,4.515555555555555
demoiselle,5.74,4.44,4.29
damozel,5.74,4.44,4.29
damoiselle,5.74,4.44,4.29
damosel,5.74,4.44,4.29
terpsichore,7.27,5.48,6.28
dancing,7.27,5.48,6.28
trip_the_light_fantastic_toe,7.27,5.48,6.28
trip_the_light_fantastic,7.27,5.48,6.28
social_dancer,6.64,4.52,5.78
terpsichorean,6.64,4.52,5.78
professional_dancer,6.64,4.52,5.78
yawl,5.385714285714285,4.741904761904761,5.263809523809525
fashion_plate,6.001052631578947,4.250526315789474,5.693684210526317
fop,6.001052631578947,4.250526315789474,5.693684210526317
clotheshorse,6.001052631578947,4.250526315789474,5.693684210526317
life-threatening,4.1054545454545455,4.535909090909093,4.53
make_bold,4.838333333333334,4.841666666666666,5.476666666666667
swashbuckler,3.84,5.648,4.191999999999999
madcap,4.452222222222222,5.288888888888888,4.456666666666667
temerarious,4.083333333333333,5.46,4.466666666666666
avant-garde,5.003333333333334,4.543333333333333,5.385555555555555
hardihood,4.9239999999999995,4.970000000000001,5.33
hardiness,4.972857142857142,4.661428571428572,5.527142857142857
dour,4.10826923076923,4.341923076923075,4.666923076923077
benighted,4.224347826086956,4.02391304347826,4.688260869565219
morose,4.238571428571429,4.1025,4.718571428571429
glowering,4.238571428571429,4.1025,4.718571428571429
saturnine,4.238571428571429,4.1025,4.718571428571429
duskiness,4.394,4.13,4.58
swarthiness,4.394,4.13,4.58
dearie,7.148000000000001,4.1659999999999995,6.1
Darling_River,7.148000000000001,4.1659999999999995,6.1
favourite,7.148000000000001,4.1659999999999995,6.1
Darling,7.148000000000001,4.1659999999999995,6.1
deary,7.148000000000001,4.1659999999999995,6.1
scud,4.810405405405403,4.587162162162162,5.126621621621623
flit,4.8744444444444435,4.521666666666666,4.958333333333333
scare_off,4.58375,5.047083333333332,4.851666666666666
dah,4.831666666666667,5.046666666666666,5.3149999999999995
hyphen,4.831666666666667,5.046666666666666,5.3149999999999995
frighten_off,4.58375,5.047083333333332,4.851666666666666
scare_away,4.58375,5.047083333333332,4.851666666666666
elan,5.31391304347826,4.6295652173913036,5.447826086956522
frighten_away,4.58375,5.047083333333332,4.851666666666666
panache,5.2299999999999995,4.63,5.414761904761905
daunt,4.58375,5.047083333333332,4.851666666666666
splashboard,5.25,3.15,5.32
splasher,5.25,3.15,5.32
fascia,5.25,3.15,5.32
dapper,5.2804761904761905,4.992857142857142,5.4938095238095235
raffish,5.2804761904761905,4.992857142857142,5.4938095238095235
rakish,5.2804761904761905,4.992857142857142,5.4938095238095235
natty,5.2804761904761905,4.992857142857142,5.4938095238095235
go_out,5.435833333333331,4.075555555555555,5.676666666666667
go_steady,5.955813953488371,3.9286046511627903,6.066046511627908
day_of_the_month,5.975999999999999,4.708,5.942
date_stamp,5.975999999999999,4.708,5.942
particular_date,5.975999999999999,4.708,5.942
fall_behind,3.629473684210526,4.3510526315789475,4.365263157894736
fall_back,4.178437499999999,4.194375,4.631875
dawning,6.050000000000001,3.85625,5.3774999999999995
dayspring,6.050000000000001,3.85625,5.3774999999999995
break_of_day,6.050000000000001,3.85625,5.3774999999999995
break_of_the_day,6.050000000000001,3.85625,5.3774999999999995
first_light,6.050000000000001,3.85625,5.3774999999999995
aurora,6.050000000000001,3.85625,5.3774999999999995
cockcrow,6.050000000000001,3.85625,5.3774999999999995
solar_day,6.963333333333334,3.89,5.683333333333334
24-hour_interval,6.963333333333334,3.89,5.683333333333334
twenty-four_hour_period,6.963333333333334,3.89,5.683333333333334
Clarence_Day,6.963333333333334,3.89,5.683333333333334
twenty-four_hours,6.963333333333334,3.89,5.683333333333334
Clarence_Shepard_Day_Jr.,6.963333333333334,3.89,5.683333333333334
mean_solar_day,6.963333333333334,3.89,5.683333333333334
sidereal_day,6.963333333333334,3.89,5.683333333333334
Day,6.963333333333334,3.89,5.683333333333334
day_care,5.35,3.39,4.92
air_castle,7.1933333333333325,3.6666666666666665,6.093333333333334
stargaze,7.024000000000001,4.172,6.116
daydreaming,7.1933333333333325,3.6666666666666665,6.093333333333334
castle_in_Spain,7.1933333333333325,3.6666666666666665,6.093333333333334
revery,7.1933333333333325,3.6666666666666665,6.093333333333334
oneirism,7.1933333333333325,3.6666666666666665,6.093333333333334
reverie,7.1933333333333325,3.6666666666666665,6.093333333333334
castle_in_the_air,7.1933333333333325,3.6666666666666665,6.093333333333334
woolgather,7.024000000000001,4.172,6.116
bedazzle,4.939999999999999,5.01125,4.8775
bedaze,5.387499999999999,5.086250000000001,5.13
stupor,4.925,4.688571428571429,5.066428571428571
fulgurant,5.117500000000001,5.265000000000001,5.155
eye-popping,5.117500000000001,5.265000000000001,5.155
fulgurous,5.117500000000001,5.265000000000001,5.155
Protestant_deacon,5.09,3.87,5.11
inactivate,3.95,4.58,6.19
deadened,3.994285714285714,3.7199999999999998,4.454285714285715
utterly,3.994285714285714,3.7199999999999998,4.454285714285715
abruptly,4.257142857142857,3.9128571428571424,4.609999999999999
perfectly,3.994285714285714,3.7199999999999998,4.454285714285715
absolutely,3.994285714285714,3.7199999999999998,4.454285714285715
suddenly,4.257142857142857,3.9128571428571424,4.609999999999999
drained,3.994285714285714,3.7199999999999998,4.454285714285715
defaulter,2.81,4.32,3.89
lifelessly,2.724,5.497999999999999,3.902
baneful,2.724,5.497999999999999,3.902
deucedly,2.724,5.497999999999999,3.902
pernicious,3.3862499999999995,5.005,4.11375
madly,2.724,5.497999999999999,3.902
pestilent,2.724,5.497999999999999,3.902
devilishly,3.0099999999999993,5.598571428571428,4.034285714285714
insanely,2.724,5.497999999999999,3.902
deafen,3.7266666666666666,4.006666666666667,3.78
thundery,3.45,4.414999999999999,3.245
earsplitting,3.45,4.414999999999999,3.245
thunderous,3.45,4.414999999999999,3.245
divvy_up,5.576250000000001,3.838250000000001,5.764249999999999
apportion,5.576250000000001,3.838250000000001,5.764249999999999
portion_out,5.576250000000001,3.838250000000001,5.764249999999999
business_deal,5.596153846153847,3.8923076923076927,5.72179487179487
