V,A,D
6.43,3.95,5.61
5.24,4.21,5.36
5.2,2.59,5.38
3.58,2.55,3.85
5.888,4.196,5.792
5.7008333333333345,4.039583333333333,5.725625
5.7008333333333345,4.039583333333333,5.725625
5.7008333333333345,4.039583333333333,5.725625
2.87,5.172,3.7600000000000002
2.87,5.172,3.7600000000000002
3.622105263157895,4.425789473684211,4.4144736842105265
4.642857142857143,4.472857142857143,5.2
4.8500000000000005,4.241333333333333,5.037999999999999
4.642857142857143,4.472857142857143,5.2
5.1725,5.0275,5.195
5.1725,5.0275,5.195
5.1725,5.0275,5.195
2.84,4.95,4.3
2.84,4.95,4.3
4.885714285714286,4.591428571428572,5.627142857142857
4.885714285714286,4.591428571428572,5.627142857142857
4.885714285714286,4.591428571428572,5.627142857142857
4.247692307692308,5.029230769230769,4.936153846153847
4.247692307692308,5.029230769230769,4.936153846153847
4.247692307692308,5.029230769230769,4.936153846153847
6.312857142857141,4.132142857142857,6.193571428571429
6.312857142857141,4.132142857142857,6.193571428571429
6.312857142857141,4.132142857142857,6.193571428571429
5.1175,4.675,5.157500000000001
5.1175,4.675,5.157500000000001
7.95,5.39,4.75
6.771666666666667,4.531666666666667,5.993333333333333
6.771666666666667,4.531666666666667,5.993333333333333
6.771666666666667,4.531666666666667,5.993333333333333
6.862727272727272,4.568181818181818,6.081818181818182
5.481111111111111,3.8911111111111105,5.346666666666667
5.481111111111111,3.8911111111111105,5.346666666666667
5.481111111111111,3.8911111111111105,5.346666666666667
5.481111111111111,3.8911111111111105,5.346666666666667
5.481111111111111,3.8911111111111105,5.346666666666667
5.481111111111111,3.8911111111111105,5.346666666666667
5.481111111111111,3.8911111111111105,5.346666666666667
5.481111111111111,3.8911111111111105,5.346666666666667
5.481111111111111,3.8911111111111105,5.346666666666667
5.481111111111111,3.8911111111111105,5.346666666666667
5.481111111111111,3.8911111111111105,5.346666666666667
5.481111111111111,3.8911111111111105,5.346666666666667
5.481111111111111,3.8911111111111105,5.346666666666667
5.481111111111111,3.8911111111111105,5.346666666666667
3.6666666666666665,3.5033333333333334,4.326666666666667
4.7958823529411765,4.384705882352941,4.935294117647058
3.6666666666666665,3.5033333333333334,4.326666666666667
3.6666666666666665,3.5033333333333334,4.326666666666667
3.6666666666666665,3.5033333333333334,4.326666666666667
3.6666666666666665,3.5033333333333334,4.326666666666667
4.346666666666667,4.756666666666667,4.816666666666667
4.346666666666667,4.756666666666667,4.816666666666667
4.346666666666667,4.756666666666667,4.816666666666667
5.970000000000001,4.63,5.665
5.970000000000001,4.63,5.665
5.970000000000001,4.63,5.665
5.970000000000001,4.63,5.665
5.79,4.05,4.96
5.79,4.05,4.96
5.79,4.05,4.96
5.79,4.05,4.96
6.52,2.91,5.27
6.52,2.91,5.27
5.076666666666666,4.7,4.963333333333334
5.076666666666666,4.7,4.963333333333334
5.076666666666666,4.7,4.963333333333334
4.7525,4.383333333333333,4.764166666666666
4.7525,4.383333333333333,4.764166666666666
6.188,4.514,5.054
6.188,4.514,5.054
4.7525,4.383333333333333,4.764166666666666
6.188,4.514,5.054
6.22,3.45,5.0
5.794146341463414,4.189268292682927,5.745853658536585
5.799512195121951,4.27170731707317,5.726585365853659
6.17,5.48,4.75
3.86,3.86,5.05
3.86,3.86,5.05
8.01,4.88,7.105
7.77,4.93,6.916666666666667
8.01,4.88,7.105
5.21,5.05,4.86
6.58,4.81,6.22
3.8000000000000003,5.0175,4.865
5.583333333333333,3.5033333333333334,5.6000000000000005
4.39,4.14,5.09
4.39,4.14,5.09
4.39,4.14,5.09
5.5275,4.30875,5.54125
4.472857142857142,3.665714285714286,4.785714285714286
4.472857142857142,3.665714285714286,4.785714285714286
4.472857142857142,3.665714285714286,4.785714285714286
5.196,3.95,5.199
4.472857142857142,3.665714285714286,4.785714285714286
4.472857142857142,3.665714285714286,4.785714285714286
4.472857142857142,3.665714285714286,4.785714285714286
6.351999999999999,4.108,5.818
6.351999999999999,4.108,5.818
6.283636363636362,4.669090909090909,5.793636363636363
6.474285714285713,4.78,5.938571428571429
6.474285714285713,4.78,5.938571428571429
5.315,4.255,6.445
5.315,4.255,6.445
5.315,4.255,6.445
5.5725,4.414999999999999,6.4475
5.315,4.255,6.445
5.903333333333333,4.016666666666667,5.836666666666667
5.8875,4.0125,6.025
5.903333333333333,4.016666666666667,5.836666666666667
5.903333333333333,4.016666666666667,5.836666666666667
5.8375,4.9425,5.807499999999999
6.12,4.27,5.675
6.16642857142857,4.458571428571428,5.770714285714285
6.2459999999999996,4.426,5.849
6.2459999999999996,4.426,5.849
6.233333333333333,4.3,4.8999999999999995
6.233333333333333,4.3,4.8999999999999995
6.233333333333333,4.3,4.8999999999999995
6.233333333333333,4.3,4.8999999999999995
6.233333333333333,4.3,4.8999999999999995
6.233333333333333,4.3,4.8999999999999995
2.89,3.9,4.07
2.5325,3.6675,3.6675000000000004
4.9375,4.137499999999999,5.1875
4.9375,4.137499999999999,5.1875
3.728,3.4546666666666663,4.540000000000001
3.727272727272727,3.6736363636363634,4.4818181818181815
3.727272727272727,3.6736363636363634,4.4818181818181815
5.640000000000001,4.715,6.105
5.640000000000001,4.715,6.105
5.640000000000001,4.715,6.105
5.640000000000001,4.715,6.105
5.640000000000001,4.715,6.105
5.640000000000001,4.715,6.105
5.640000000000001,4.715,6.105
7.306,4.83,6.764
7.306,4.83,6.764
6.510000000000001,4.760000000000001,5.919999999999999
6.510000000000001,4.760000000000001,5.919999999999999
6.510000000000001,4.760000000000001,5.919999999999999
5.9399999999999995,3.75,5.781999999999999
5.899090909090909,3.936363636363636,6.035454545454545
6.099166666666666,3.704166666666666,5.899166666666666
5.438666666666668,4.374666666666667,5.499333333333333
5.731363636363637,4.338181818181818,5.635909090909091
5.734999999999999,4.210000000000001,5.794999999999999
5.731363636363637,4.338181818181818,5.635909090909091
5.6240000000000006,3.5120000000000005,5.638
5.596666666666667,3.1633333333333336,5.583333333333333
5.6240000000000006,3.5120000000000005,5.638
6.223749999999999,4.58,5.7125
6.223749999999999,4.58,5.7125
5.860666666666666,4.400666666666667,5.627333333333334
6.223749999999999,4.58,5.7125
5.022499999999999,3.19,4.967499999999999
4.46,4.785,4.43
4.46,4.785,4.43
4.46,4.785,4.43
4.46,4.785,4.43
5.310555555555555,4.454074074074075,5.533888888888889
5.25560975609756,4.455853658536586,5.43439024390244
5.322222222222221,4.362407407407408,5.4474074074074075
5.25560975609756,4.455853658536586,5.43439024390244
5.25560975609756,4.455853658536586,5.43439024390244
5.71,3.21,5.77
5.71,3.21,5.77
5.71,3.21,5.77
5.71,3.21,5.77
4.4325,4.2625,4.4799999999999995
4.4325,4.2625,4.4799999999999995
4.4325,4.2625,4.4799999999999995
4.4325,4.2625,4.4799999999999995
3.16,4.7,3.84
5.846666666666667,5.079999999999999,5.566666666666667
5.846666666666667,5.079999999999999,5.566666666666667
6.032500000000001,5.1975,5.779999999999999
5.846666666666667,5.079999999999999,5.566666666666667
5.6225000000000005,4.64,5.5125
5.522,4.233,5.7010000000000005
6.540000000000001,4.2775,5.74
6.540000000000001,4.2775,5.74
6.976000000000001,4.487,6.258
6.62,2.95,5.05
5.67,3.68,5.81
5.46,3.0,5.56
5.46,3.0,5.56
6.055,4.0649999999999995,5.845000000000001
4.151538461538461,3.7884615384615374,4.412307692307692
4.151538461538461,3.7884615384615374,4.412307692307692
5.435,3.8325,5.2700000000000005
5.435,3.8325,5.2700000000000005
5.6899999999999995,3.7660000000000005,5.234
5.435,3.8325,5.2700000000000005
6.743333333333334,4.02952380952381,6.502857142857143
6.4751515151515155,4.1878787878787875,6.1512121212121205
6.743333333333334,4.02952380952381,6.502857142857143
6.743333333333334,4.02952380952381,6.502857142857143
6.743333333333334,4.02952380952381,6.502857142857143
6.743333333333334,4.02952380952381,6.502857142857143
6.743333333333334,4.02952380952381,6.502857142857143
6.61,3.9923076923076923,6.426538461538461
6.47,4.95,6.9
5.61,4.346,4.99
4.152758620689655,4.4175862068965515,4.81448275862069
4.222121212121212,4.402727272727272,4.836060606060605
4.466428571428572,4.083571428571428,5.043571428571428
4.466428571428572,4.083571428571428,5.043571428571428
4.466428571428572,4.083571428571428,5.043571428571428
4.466428571428572,4.083571428571428,5.043571428571428
4.466428571428572,4.083571428571428,5.043571428571428
5.37,3.58,4.67
5.37,3.58,4.67
5.37,3.58,4.67
5.37,3.58,4.67
5.37,3.58,4.67
5.37,3.58,4.67
5.37,3.58,4.67
5.37,3.58,4.67
5.37,3.58,4.67
5.37,3.58,4.67
4.26,4.95,4.88
2.57,5.1,4.32
2.57,5.1,4.32
2.57,5.1,4.32
2.57,5.1,4.32
5.265000000000001,3.185,4.145
5.265000000000001,3.185,4.145
5.265000000000001,3.185,4.145
5.265000000000001,3.185,4.145
5.265000000000001,3.185,4.145
5.371250000000001,3.97875,5.34375
5.371250000000001,3.97875,5.34375
5.371250000000001,3.97875,5.34375
5.371250000000001,3.97875,5.34375
5.371250000000001,3.97875,5.34375
5.371250000000001,3.97875,5.34375
5.15,4.675000000000001,5.49
5.15,4.675000000000001,5.49
5.15,4.675000000000001,5.49
5.15,4.675000000000001,5.49
4.86,4.4,5.42
4.86,4.4,5.42
5.33,4.1,5.29
5.33,4.1,5.29
7.25,6.0,5.54
7.25,6.0,5.54
7.25,6.0,5.54
7.25,6.0,5.54
6.73375,4.79125,5.8575
3.67,4.2,3.81
3.67,4.2,3.81
5.289199999999998,3.8492000000000006,5.6732
5.289199999999998,3.8492000000000006,5.6732
4.343999999999999,3.604,4.292
4.1,3.5775,3.965
6.1225000000000005,3.7199999999999998,5.6
6.1225000000000005,3.7199999999999998,5.6
6.1225000000000005,3.7199999999999998,5.6
6.1225000000000005,3.7199999999999998,5.6
4.786,4.15,5.192
4.786,4.15,5.192
5.411200000000001,4.0116000000000005,5.740400000000001
5.683846153846153,3.9946153846153853,6.010769230769231
5.92608695652174,4.043913043478262,6.0200000000000005
6.34,3.956666666666667,6.726666666666667
6.34,3.956666666666667,6.726666666666667
6.47,5.83,5.59
6.47,5.83,5.59
6.47,5.83,5.59
4.24,5.43,5.28
3.9233333333333333,5.033333333333334,4.23
4.837777777777778,4.076666666666667,5.1033333333333335
3.9233333333333333,5.033333333333334,4.23
5.05,4.08,5.71
5.05,4.08,5.71
5.95,2.6599999999999997,5.3933333333333335
5.95,2.6599999999999997,5.3933333333333335
5.531000000000001,3.6239999999999997,5.596
5.95,2.6599999999999997,5.3933333333333335
5.15,4.18,4.89
5.15,4.18,4.89
5.15,4.18,4.89
5.15,4.18,4.89
5.15,4.18,4.89
6.446153846153845,4.293846153846154,5.929230769230768
6.688235294117647,4.2841176470588245,6.097647058823529
6.2625,4.0792857142857155,5.752142857142858
6.508333333333332,4.305833333333334,6.009166666666665
6.508333333333332,4.305833333333334,6.009166666666665
6.383809523809522,4.365238095238096,5.876190476190477
6.594444444444445,4.212777777777778,6.098333333333334
6.594444444444445,4.212777777777778,6.098333333333334
6.508333333333332,4.305833333333334,6.009166666666665
6.350714285714283,4.1925,5.8875
6.594444444444445,4.212777777777778,6.098333333333334
6.446153846153845,4.293846153846154,5.929230769230768
6.594444444444445,4.212777777777778,6.098333333333334
6.594444444444445,4.212777777777778,6.098333333333334
6.508333333333332,4.305833333333334,6.009166666666665
6.688235294117647,4.2841176470588245,6.097647058823529
6.594444444444445,4.212777777777778,6.098333333333334
6.8575,3.45,5.46
6.8575,3.45,5.46
6.495,4.446666666666666,5.88
6.495,4.446666666666666,5.88
5.24,4.84,5.1
5.24,4.84,5.1
5.24,4.84,5.1
5.24,4.84,5.1
5.24,4.84,5.1
6.2875000000000005,3.0949999999999998,5.2975
6.2875000000000005,3.0949999999999998,5.2975
6.2875000000000005,3.0949999999999998,5.2975
4.9,4.91,6.21
6.2875000000000005,3.0949999999999998,5.2975
6.300000000000001,3.3449999999999998,5.63
5.883333333333334,3.6733333333333333,5.34
5.77,3.68,5.96
5.617500000000001,3.565,5.227499999999999
5.275,3.2750000000000004,6.130000000000001
6.325,4.598333333333334,5.596666666666667
5.890000000000001,4.76,5.409999999999999
5.890000000000001,4.76,5.409999999999999
6.297142857142857,5.071428571428571,5.785714285714286
5.05,3.78,5.53
5.05,3.78,5.53
4.956666666666666,4.1658333333333335,5.465
4.956666666666666,4.1658333333333335,5.465
5.175483870967741,4.018548387096774,5.412741935483873
4.511428571428572,4.7335714285714285,4.8064285714285715
4.511428571428572,4.7335714285714285,4.8064285714285715
4.511428571428572,4.7335714285714285,4.8064285714285715
4.511428571428572,4.7335714285714285,4.8064285714285715
4.7155555555555555,4.472222222222222,4.9750000000000005
4.7155555555555555,4.472222222222222,4.9750000000000005
4.660526315789473,4.45,4.946315789473684
4.511428571428572,4.7335714285714285,4.8064285714285715
6.05,4.43,5.82
4.050526315789474,4.778421052631579,4.596842105263157
6.582631578947368,4.274210526315788,6.133157894736843
6.281666666666666,4.695833333333334,5.819999999999999
4.435714285714285,4.423928571428571,4.617500000000001
4.348333333333334,4.2924999999999995,4.6525
4.348333333333334,4.2924999999999995,4.652500000000001
4.750000000000001,4.301666666666667,5.115833333333334
4.91,5.0,4.37
5.62,4.216666666666666,5.56
5.904999999999999,4.324999999999999,5.050000000000001
5.904999999999999,4.324999999999999,5.050000000000001
5.904999999999999,4.324999999999999,5.050000000000001
5.904999999999999,4.324999999999999,5.050000000000001
5.62,4.216666666666666,5.56
5.960000000000001,4.3975,5.532500000000001
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
3.92,3.8675,4.57
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
5.354285714285715,3.6557142857142852,5.554285714285714
3.846,3.636,4.704
4.565,4.13,5.295
4.116666666666666,4.45,4.920000000000001
4.116666666666666,4.45,4.920000000000001
7.76,4.43,6.76
7.76,4.43,6.76
7.76,4.43,6.76
7.76,4.43,6.76
7.76,4.43,6.76
7.76,4.43,6.76
7.76,4.43,6.76
2.48,4.45,4.0
2.48,4.45,4.0
2.48,4.45,4.0
2.48,4.45,4.0
3.92,4.54,4.855
3.92,4.54,4.855
3.92,4.54,4.855
3.92,4.54,4.855
5.616666666666666,3.9955555555555557,5.125555555555556
5.55,3.7883333333333336,5.041666666666667
5.616666666666666,3.9955555555555557,5.125555555555556
5.55,3.7883333333333336,5.041666666666667
5.55,3.7883333333333336,5.041666666666667
5.55,3.7883333333333336,5.041666666666667
5.658571428571428,3.831428571428571,5.121428571428572
5.55,3.7883333333333336,5.041666666666667
5.616666666666666,3.9955555555555557,5.125555555555556
5.616666666666666,3.9955555555555557,5.125555555555556
5.55,3.7883333333333336,5.041666666666667
5.658571428571428,3.831428571428571,5.121428571428572
5.55,3.7883333333333336,5.041666666666667
5.55,3.7883333333333336,5.041666666666667
5.55,3.7883333333333336,5.041666666666667
5.55,3.7883333333333336,5.041666666666667
5.55,3.7883333333333336,5.041666666666667
5.55,3.7883333333333336,5.041666666666667
5.616666666666666,3.9955555555555557,5.125555555555556
5.55,3.7883333333333336,5.041666666666667
6.25,3.9450000000000003,5.365
6.23,4.37375,6.40625
5.2,3.15,5.18
5.2,3.15,5.18
5.2,3.15,5.18
5.2,3.15,5.18
5.2,3.15,5.18
2.74,4.8475,3.49
2.8020000000000005,4.458,3.7
3.4688888888888894,4.808888888888888,4.069999999999999
6.64,5.26,5.62
6.64,5.26,5.62
6.64,5.26,5.62
6.654999999999999,4.575,5.470000000000001
6.654999999999999,4.575,5.470000000000001
4.21275,4.275499999999999,4.791
7.775,5.135,6.65
7.775,5.135,6.65
4.684,4.136,4.990666666666667
4.537272727272727,4.166363636363636,4.890909090909091
4.537272727272727,4.166363636363636,4.890909090909091
4.684,4.136,4.990666666666667
4.537272727272727,4.166363636363636,4.890909090909091
4.97909090909091,4.120000000000001,4.85
5.328181818181818,4.058181818181818,5.684545454545455
5.328181818181818,4.058181818181818,5.684545454545455
5.328181818181818,4.058181818181818,5.684545454545455
5.48686567164179,3.9477611940298516,5.5592537313432855
5.391666666666667,3.926666666666667,5.598333333333333
5.391666666666667,3.926666666666667,5.598333333333333
5.391666666666667,3.926666666666667,5.598333333333333
5.9625,4.905,6.255
5.9625,4.905,6.255
5.9625,4.905,6.255
5.9625,4.905,6.255
5.9625,4.905,6.255
5.9625,4.905,6.255
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
4.065,3.9050000000000002,4.885
6.1000000000000005,3.7249999999999996,5.7875
6.1000000000000005,3.7249999999999996,5.7875
6.415,3.5149999999999997,6.05
4.665,4.655,5.470000000000001
4.665,4.655,5.470000000000001
4.665,4.655,5.470000000000001
4.665,4.655,5.470000000000001
4.976666666666666,3.6966666666666668,4.99
4.665,4.655,5.470000000000001
6.073333333333333,4.129999999999999,5.9366666666666665
6.073333333333333,4.129999999999999,5.9366666666666665
6.073333333333333,4.129999999999999,5.9366666666666665
6.143333333333332,3.935833333333333,6.135000000000001
6.073333333333333,4.129999999999999,5.9366666666666665
4.963333333333334,3.9599999999999995,5.1433333333333335
5.415384615384615,4.2092307692307696,5.490769230769231
5.4159999999999995,4.123333333333333,5.48
5.415384615384615,4.2092307692307696,5.490769230769231
5.415384615384615,4.2092307692307696,5.490769230769231
5.86,2.5,5.22
5.164782608695652,3.8073913043478256,5.396521739130435
5.541428571428573,3.9057142857142852,5.564857142857144
5.1903703703703705,3.7877777777777775,5.303703703703703
5.164782608695652,3.8073913043478256,5.396521739130435
5.164782608695652,3.8073913043478256,5.396521739130435
5.19,3.12,5.32
5.19,3.12,5.32
5.45625,3.34,5.654999999999999
5.0133333333333345,4.153333333333333,5.079999999999999
5.34875,3.8237499999999995,5.6075
5.0133333333333345,4.153333333333333,5.079999999999999
5.34,3.5949999999999998,5.015
5.326666666666667,3.73,5.7700000000000005
4.715,4.225,5.025
5.495185185185186,4.148518518518519,5.83
5.762499999999999,4.6425,6.4075
3.426666666666667,4.140000000000001,4.293333333333333
4.687,4.5405,4.7275
4.687,4.5405,4.7275
4.687,4.5405,4.7275
4.660952380952381,4.569047619047619,4.723809523809524
4.687,4.5405,4.7275
4.687,4.5405,4.7275
4.687,4.5405,4.7275
5.473076923076922,3.7446153846153845,5.771538461538461
5.525555555555555,3.7744444444444443,5.788888888888889
5.697142857142857,3.8942857142857146,5.444285714285714
