Word,V,A,D
Burr,4.33,2.96,4.84
bur,4.33,2.96,4.84
fusillade,4.701818181818182,5.418181818181818,4.565454545454545
bristle,5.0947619047619055,5.030952380952381,5.0928571428571425
abound,4.701818181818182,5.418181818181818,4.565454545454545
salvo,4.701818181818182,5.418181818181818,4.565454545454545
inhume,3.9675000000000002,4.365,4.5275
entomb,3.9675000000000002,4.365,4.5275
inter,3.9675000000000002,4.365,4.5275
motorcoach,5.378888888888889,3.518888888888889,5.402222222222222
jitney,5.378888888888889,3.518888888888889,5.402222222222222
autobus,5.378888888888889,3.518888888888889,5.402222222222222
omnibus,5.378888888888889,3.518888888888889,5.402222222222222
motorbus,5.378888888888889,3.518888888888889,5.402222222222222
busbar,5.0925,3.635,4.625
charabanc,5.378888888888889,3.518888888888889,5.402222222222222
shrub,4.640000000000001,3.31,5.085
Dubyuh,4.640000000000001,3.31,5.085
Bush,4.640000000000001,3.31,5.085
Dubya,4.640000000000001,3.31,5.085
chaparral,4.546,3.87,5.164
shaggy,4.53,3.95,4.75
byplay,5.1433333333333335,3.9533333333333345,5.265
fizzle,4.713809523809525,4.436190476190476,5.007142857142857
broncobuster,5.593333333333334,3.5233333333333334,5.56
meddling,4.94,4.3999999999999995,4.744999999999999
interfering,4.94,4.3999999999999995,4.744999999999999
meddlesome,4.94,4.3999999999999995,4.744999999999999
officious,4.94,4.3999999999999995,4.744999999999999
busybodied,4.94,4.3999999999999995,4.744999999999999
quidnunc,3.68,4.34,5.61
stumbler,3.856666666666667,4.626666666666667,4.5633333333333335
blunderer,3.856666666666667,4.626666666666667,4.5633333333333335
slaughterer,3.856666666666667,4.626666666666667,4.5633333333333335
bumbler,3.856666666666667,4.626666666666667,4.5633333333333335
bungler,3.856666666666667,4.626666666666667,4.5633333333333335
butch,4.028333333333333,4.345,4.59
meatman,3.856666666666667,4.626666666666667,4.5633333333333335
fumbler,3.856666666666667,4.626666666666667,4.5633333333333335
botcher,3.856666666666667,4.626666666666667,4.5633333333333335
Butler,5.62,2.55,6.04
pantryman,5.62,2.55,6.04
cigaret,4.7237837837837855,4.129999999999999,4.922972972972972
bunt,4.627272727272726,4.156363636363635,4.913181818181818
crowfoot,6.83,3.23,6.22
goldcup,6.83,3.23,6.22
butterflower,6.83,3.23,6.22
kingcup,6.83,3.23,6.22
coquette,5.131875,4.4371875,5.0128125
coquet,5.494736842105264,4.551052631578948,5.0610526315789475
dally,5.336964285714286,4.4626785714285715,5.217857142857143
philander,5.494736842105264,4.551052631578948,5.0610526315789475
buttock,5.111578947368421,4.038947368421052,5.320526315789474
clit,5.7700000000000005,4.675,5.760000000000001
vendee,5.9,3.95,5.76
emptor,5.9,3.95,5.76
purchaser,5.9,3.95,5.76
beltway,4.075,3.585,5.135
ringway,4.075,3.585,5.135
involved,4.5,3.78,5.29
tortuous,4.5,3.78,5.29
Byzantine,4.5,3.78,5.29
convoluted,4.5,3.78,5.29
knotty,4.149000000000001,4.627,4.700000000000001
tangled,4.5,3.78,5.29
cabriolet,4.637499999999999,4.28,5.08
floorshow,5.876666666666666,4.476666666666667,5.336666666666666
nightspot,5.791111111111111,4.0777777777777775,5.77
chou,5.11142857142857,4.215000000000001,5.607142857142857
Cabernet,5.94,2.75,4.8
cablegram,5.237500000000001,3.4450000000000003,5.5125
cookhouse,5.25,3.38,4.555
remains,4.952307692307693,4.316923076923077,5.413076923076924
caddy,4.8,2.78,5.27
plebe,4.8,3.48,4.76
caffein,6.74,6.23,5.68
coop,3.8549999999999995,4.055,4.3149999999999995
Cage,3.11,4.2,3.58
canny,5.462,4.848000000000001,6.247999999999999
cagy,5.462,4.848000000000001,6.247999999999999
chary,5.505,4.92,6.055
cahoot,4.84,4.39,4.76
patty,5.956666666666667,4.32,6.013333333333333
calamary,4.41,4.4,5.165
cataclysm,2.6175,5.995,3.2575000000000003
Ca,5.7,3.14,5.97
cypher,5.366712328767122,4.0479452054794525,5.553287671232874
computation,5.62875,3.7312499999999997,5.822083333333334
figuring,5.62875,3.7312499999999997,5.822083333333334
figurer,6.35,4.695,6.53
estimator,6.35,4.695,6.53
reckoner,6.35,4.695,6.53
concretion,5.035,4.09625,5.13
tophus,5.066666666666666,3.6366666666666667,4.986666666666667
sura,5.44,3.7,5.16
calfskin,5.44,3.7,5.16
calibre,5.719285714285713,4.026428571428571,5.615714285714285
callisthenics,5.05,3.88,5.3
outcry,5.115238095238095,4.5095238095238095,5.1257142857142854
Call,5.421578947368421,4.446842105263158,5.293157894736843
birdcall,5.358571428571428,4.437142857142857,5.282380952380953
birdsong,5.358571428571428,4.437142857142857,5.282380952380953
vociferation,5.115238095238095,4.5095238095238095,5.1257142857142854
phoner,5.58,3.35,5.220000000000001
telephoner,5.58,3.35,5.220000000000001
chirography,6.21,3.165,6.095
calloused,2.9,3.85,4.26
thickened,2.9,3.85,4.26
pachydermatous,2.9,3.85,4.26
indurate,4.59,3.816666666666667,5.2749999999999995
composure,6.127142857142857,3.094285714285714,6.038571428571428
still,5.692549019607844,3.4598039215686267,5.786862745098039
tranquilize,5.549473684210527,3.212631578947368,5.764736842105263
tranquillise,5.549473684210527,3.212631578947368,5.764736842105263
tranquillize,5.549473684210527,3.212631578947368,5.764736842105263
quieten,5.681176470588236,3.2035294117647055,5.770588235294118
becalm,6.094666666666666,3.6713333333333327,6.036666666666666
calmness,6.127142857142857,3.094285714285714,6.038571428571428
equanimity,6.127142857142857,3.094285714285714,6.038571428571428
unagitated,6.016666666666667,3.0966666666666662,6.0233333333333325
comradery,5.85,4.09,6.32
comradeship,5.85,4.09,6.32
comradeliness,5.85,4.09,6.32
chumminess,5.85,4.09,6.32
cinematographer,4.86,4.31,5.62
camo,5.33,4.28,5.43
encampment,5.8999999999999995,4.298333333333333,5.7316666666666665
bivouac,5.8999999999999995,4.298333333333333,5.7316666666666665
encamp,5.786,4.308,5.754
coterie,5.1635294117647055,4.24235294117647,5.230588235294117
campy,5.71,4.01,5.6125
ingroup,5.1635294117647055,4.24235294117647,5.230588235294117
cantonment,5.71,4.01,5.6125
tenting,6.44,4.34,6.04
bivouacking,6.44,4.34,6.04
campground,6.47,4.25,5.62
commode,4.8844642857142855,4.131785714285715,5.135535714285715
canful,4.80111111111111,3.956666666666666,5.217037037037038
crapper,4.8844642857142855,4.131785714285715,5.135535714285715
canalise,5.316666666666667,3.6808333333333336,5.386666666666667
canalize,5.316666666666667,3.6808333333333336,5.386666666666667
stoolpigeon,4.366249999999999,4.619583333333334,4.811666666666667
stoolie,4.366249999999999,4.619583333333334,4.811666666666667
snitcher,4.366249999999999,4.619583333333334,4.811666666666667
fink,4.462391304347826,4.514130434782608,4.891739130434785
Cancer,4.03875,4.57875,4.608750000000001
Crab,4.03875,4.57875,4.608750000000001
campaigning,4.8,3.05,4.95
candidature,4.8,3.05,4.95
electioneering,4.8,3.05,4.95
campaigner,5.260000000000001,4.466666666666667,5.583333333333333
cd,6.14,3.81,6.08
candela,6.14,3.81,6.08
taper,5.364827586206896,4.0503448275862075,5.765862068965515
candidness,6.8100000000000005,4.22,6.3149999999999995
forthrightness,6.8100000000000005,4.22,6.3149999999999995
directness,6.8100000000000005,4.22,6.3149999999999995
candour,6.6325,4.5,5.880000000000001
frankness,6.8100000000000005,4.22,6.3149999999999995
confect,6.449999999999999,4.295,5.82
sugarcoat,6.351999999999999,4.108,5.818
lambaste,4.340666666666667,4.514,4.853999999999998
flog,4.696000000000001,4.3124,4.957199999999999
lambast,4.340666666666667,4.514,4.853999999999998
laniary,6.22,4.76,5.24
eyetooth,6.22,4.76,5.24
canid,6.22,4.76,5.24
cuspid,6.22,4.76,5.24
dogtooth,6.22,4.76,5.24
cannister,5.3999999999999995,2.956666666666667,5.8500000000000005
ganja,4.84,5.105,4.885
hemp,4.178333333333334,4.461666666666667,4.716666666666667
marihuana,4.84,5.105,4.885
transcribed,4.45375,3.9512500000000004,4.89375
tinned,4.45375,3.9512500000000004,4.89375
anthropophagus,2.9,6.1,3.2
anthropophagite,2.9,6.1,3.2
carom,5.071249999999999,5.00875,4.985
cantaloup,6.1,3.91,5.68
pileus,5.13,3.6155555555555554,5.816666666666666
crownwork,5.3726666666666665,3.7673333333333336,5.768000000000001
chapiter,5.367,3.668,5.8999999999999995
capableness,5.885,3.98,6.34
potentiality,6.075833333333333,4.6175,5.859999999999999
capacitance,6.156666666666666,3.7099999999999995,6.2
gambol,5.522916666666666,4.6189583333333335,5.377916666666668
capriole,6.061249999999999,4.7924999999999995,5.165
uppercase,5.93,3.516666666666667,6.023333333333333
Washington,5.93,3.516666666666667,6.023333333333333
majuscule,5.8806666666666665,4.240666666666667,5.536666666666665
Capital,5.93,3.516666666666667,6.023333333333333
capitalistic,5.24,3.08,5.3
capitalise,5.95,3.91,6.12
capsulise,5.6,3.45,5.56
encapsulate,5.6,3.45,5.56
abridgement,5.6,3.45,5.56
capsulate,5.6,3.45,5.56
capsulize,5.6,3.45,5.56
condensation,4.906666666666667,4.513333333333334,4.759999999999999
abridgment,5.6,3.45,5.56
skipper,5.409999999999999,4.172105263157895,5.6889473684210525
chieftain,5.366,3.864,5.302
headwaiter,5.715,4.13,4.585
enwrapped,5.4750000000000005,4.5175,5.608750000000001
wrapped,5.4750000000000005,4.5175,5.608750000000001
engrossed,5.4750000000000005,4.5175,5.608750000000001
absorbed,5.4750000000000005,4.5175,5.608750000000001
jailed,3.9333333333333336,4.733333333333333,3.986666666666667
imprisoned,3.9333333333333336,4.733333333333333,3.986666666666667
confined,3.9333333333333336,4.733333333333333,3.986666666666667
immurement,2.7633333333333336,5.163333333333333,3.0700000000000003
enslavement,2.7633333333333336,5.163333333333333,3.0700000000000003
enamor,5.452500000000001,4.500576923076924,5.367307692307692
beguile,5.459811320754717,4.512641509433964,5.354716981132076
bewitch,5.348571428571428,4.52857142857143,5.321785714285715
enchant,5.359350649350651,4.6255844155844175,5.306753246753247
enamour,5.452500000000001,4.500576923076924,5.367307692307692
becharm,5.452500000000001,4.500576923076924,5.367307692307692
captivate,5.452500000000001,4.500576923076924,5.367307692307692
railcar,5.543333333333333,4.221666666666667,5.703333333333333
carburettor,5.06,4.55,4.74
carcase,2.85,4.85,4.42
scorecard,5.337272727272727,3.899090909090909,5.419090909090909
unlifelike,4.71,2.25,5.26
Cardigan,5.95,3.24,5.44
carmine,5.247857142857143,4.569285714285715,5.172857142857143
redbird,5.486,4.109999999999999,5.5120000000000005
tutelage,5.0169999999999995,4.421600000000001,5.369200000000002
forethought,5.368947368421054,4.025789473684211,5.559473684210525
calling,5.8149999999999995,4.390000000000001,5.95
unworried,7.32,4.15,6.45
slaphappy,5.122727272727273,4.458181818181818,4.664545454545455
freewheeling,7.32,4.15,6.45
measured,5.366666666666666,3.563333333333334,5.77
thrifty,5.5600000000000005,3.215,5.975
regardless,3.53,4.27,3.62
nonperformance,3.492222222222222,4.227777777777778,4.498888888888889
sloppiness,3.655,4.1125,4.1775
lading,4.822307692307692,4.236923076923077,5.224615384615385
butchery,3.1133333333333333,5.651666666666666,4.076666666666666
gillyflower,5.324166666666666,3.7887500000000003,5.090833333333333
funfair,6.239999999999999,3.9939999999999998,5.572
carrousel,5.156,3.656,5.412000000000001
whirligig,5.47,4.015238095238094,5.630476190476192
cavil,3.7525,4.3,4.6450000000000005
chicane,4.687368421052632,4.763947368421054,4.91
woodworking,5.505,3.7800000000000002,5.859999999999999
pram,4.82875,3.9162500000000002,5.0675
perambulator,4.82875,3.9162500000000002,5.0675
pushchair,4.82875,3.9162500000000002,5.0675
equipage,4.836666666666668,3.9633333333333334,5.288666666666668
flattop,5.3225,3.545,5.095000000000001
newsboy,5.3225,3.545,5.095000000000001
airsick,2.185,4.52,2.8
pushcart,4.666666666666667,3.723333333333333,5.6499999999999995
hale,4.997586206896551,4.292931034482758,5.199827586206897
handcart,4.666666666666667,3.723333333333333,5.6499999999999995
gristle,4.17,3.53,4.08
cartonful,5.3,3.41,5.68
toon,6.475,4.6899999999999995,5.73
vitrine,5.368333333333334,3.918888888888889,5.5327777777777785
causa,5.647647058823531,3.992352941176469,5.6635294117647055
caseful,5.368333333333334,3.918888888888889,5.5327777777777785
instance,5.450344827586207,3.924827586206897,5.631034482758621
fount,5.547333333333333,4.089666666666667,5.649
typeface,5.399259259259259,4.0307407407407405,5.638148148148148
encase,5.368333333333334,3.918888888888889,5.5327777777777785
incase,5.368333333333334,3.918888888888889,5.5327777777777785
Cash,7.51,6.59,6.16
Kashmir,6.62,3.8,5.05
Cashmere,6.62,3.8,5.05
cassino,4.68,6.05,4.84
hurtle,4.5330434782608675,4.254565217391304,5.223260869565217
redact,4.898499999999999,3.9964999999999997,5.497
contrive,5.188488372093023,4.223953488372095,5.600465116279071
casting,4.521470588235293,4.146176470588234,5.241470588235295
Ishmael,3.4549999999999996,4.0875,4.2625
castling,6.033333333333334,4.266666666666667,5.319999999999999
expurgate,4.288571428571429,4.2614285714285725,4.982857142857143
bowdlerise,4.288571428571429,4.2614285714285725,4.982857142857143
demasculinise,3.9800000000000004,4.285,4.6425
eunuch,3.9800000000000004,4.285,4.6425
bowdlerize,4.288571428571429,4.2614285714285725,4.982857142857143
demasculinize,3.9800000000000004,4.285,4.6425
emasculate,3.9066666666666663,4.06,4.538333333333334
emasculation,2.25,5.25,2.95
expurgation,2.25,5.25,2.95
perfunctory,5.784285714285714,3.4514285714285715,5.785714285714286
fooling,5.784285714285714,3.4514285714285715,5.785714285714286
cursory,5.784285714285714,3.4514285714285715,5.785714285714286
passing,5.05021739130435,4.143695652173912,5.340978260869567
insouciant,5.784285714285714,3.4514285714285715,5.785714285714286
Caterpillar,4.205,4.447857142857143,4.560714285714286
quat,4.124615384615385,4.5407692307692304,4.523846153846153
kat,4.124615384615385,4.5407692307692304,4.523846153846153
khat,4.124615384615385,4.5407692307692304,4.523846153846153
CT,4.124615384615385,4.5407692307692304,4.523846153846153
qat,4.124615384615385,4.5407692307692304,4.523846153846153
CAT,4.124615384615385,4.5407692307692304,4.523846153846153
onager,5.074999999999999,5.07,5.4025
mangonel,5.074999999999999,5.07,5.4025
arbalest,5.074999999999999,5.07,5.4025
arbalist,5.074999999999999,5.07,5.4025
trebuchet,5.074999999999999,5.07,5.4025
trebucket,5.074999999999999,5.07,5.4025
bricole,5.074999999999999,5.07,5.4025
ballista,5.074999999999999,5.07,5.4025
ruinous,2.05,6.25,2.28
backstop,5.39,3.26,4.8
ply,5.301851851851853,4.144444444444444,5.492037037037038
mudcat,5.24,4.26,5.79
wolffish,5.24,4.26,5.79
duomo,6.0,3.45,5.04
Catholic,4.95,2.83,4.17
catmint,4.74,4.57,4.47
kine,5.42,2.64,4.74
cows,5.42,2.64,4.74
oxen,5.42,2.64,4.74
caldron,4.91,4.41,4.89
grounds,5.518529411764705,3.969117647058824,5.680882352941175
monish,4.263,4.15,5.2410000000000005
cautiousness,5.166666666666667,3.5566666666666666,5.846666666666667
carefulness,5.166666666666667,3.5566666666666666,5.846666666666667
circumspection,5.546666666666667,3.893333333333334,5.7316666666666665
caveat,5.166666666666667,3.5566666666666666,5.846666666666667
admonish,4.263,4.15,5.2410000000000005
Royalist,5.48,4.0,5.52
chevalier,5.48,4.0,5.52
Cavalier,5.48,4.0,5.52
spelunk,4.3999999999999995,4.246666666666666,4.79
troglodyte,4.042222222222223,3.718888888888889,4.84
caviare,5.53,3.8,5.53
cavum,3.225,4.135,4.5
caries,3.225,4.135,4.5
jalapeno,5.55,3.8,4.95
cedarwood,6.32,3.21,5.1
fete,6.343999999999999,4.851999999999999,5.836
lionize,6.486666666666667,4.803333333333334,5.916666666666667
lionise,6.486666666666667,4.803333333333334,5.916666666666667
solemnization,7.53,5.9,7.0
festivity,7.53,5.9,7.0
jubilation,7.53,5.9,7.0
solemnisation,7.53,5.9,7.0
supernal,7.324999999999999,4.8149999999999995,5.965
cellphone,3.945,3.64,4.36
cadre,3.945,3.64,4.36
violoncellist,5.84,3.85,5.25
violoncello,5.75,3.83,6.41
cementum,4.62,3.28,4.84
necropolis,3.37,4.494999999999999,3.8049999999999997
censoring,3.43,4.25,3.26
nosecount,4.91,3.54,4.91
centime,5.83,4.654999999999999,5.35
centenary,5.58,2.86,6.09
midpoint,5.613888888888888,3.9372222222222217,5.592777777777777
centerfield,5.613888888888888,3.9372222222222217,5.592777777777777
centre,5.639814814814813,3.9872222222222233,5.647962962962962
inwardness,5.710232558139534,3.9874418604651156,5.686511627906975
halfway,5.613888888888888,3.9372222222222217,5.592777777777777
midway,5.613888888888888,3.9372222222222217,5.592777777777777
rivet,5.426785714285715,4.015357142857143,5.5325
pith,5.710232558139534,3.9874418604651156,5.686511627906975
nub,5.661999999999999,4.011555555555556,5.649999999999998
centrefold,4.89,4.95,4.76
centrepiece,5.95,3.36,6.15
100,5.93,3.4450000000000003,5.175
observance,5.613529411764706,3.7905882352941176,5.697058823529412
sealed,6.375,3.24,6.800000000000001
credential,6.205,3.9000000000000004,5.734999999999999
credentials,6.205,3.9000000000000004,5.734999999999999
certification,6.035,3.5575,5.925
licence,5.468,3.7659999999999996,5.776666666666666
qualified,4.9409090909090905,4.276818181818182,5.2
cesspit,4.424,3.9870000000000005,4.657
sump,4.424,3.9870000000000005,4.657
Chain,5.0375,3.755,5.135
concatenation,5.0375,3.755,5.135
professorship,5.554,3.814,5.196
chairwoman,5.493333333333333,3.8166666666666664,5.083333333333333
chairperson,5.493333333333333,3.8166666666666664,5.083333333333333
goblet,5.19,3.48,5.76
Methedrine,4.6895999999999995,3.9623999999999997,5.024800000000002
methamphetamine,4.6895999999999995,3.9623999999999997,5.024800000000002
deoxyephedrine,4.6895999999999995,3.9623999999999997,5.024800000000002
